id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
52916543,4b/3b Mini Resort House near Beach. Pool and Spa,394330438,Amparo,,Pompano Beach,26.27778,-80.10076,Entire home/apt,305,1,44,2022-06-11,5.71,4,271,44,
52986760,NEW!Fun & stylish mid-century home🌴Close to beach!,399892286,Amy,,Pompano Beach,26.28628,-80.10019,Entire home/apt,260,2,16,2022-06-05,2.39,1,180,16,
52917592,Queen Size Apartment in Weston,399056624,Bonaventure,,Weston,26.11777,-80.37136,Entire home/apt,125,3,2,2021-11-29,0.26,31,23,2,
52988576,CasaDePaz-3/3 BeachHome/HotTub/Wlk2Bch & LasOlas,392527517,V.B.,,Fort Lauderdale,26.09683,-80.11285,Entire home/apt,460,3,15,2022-06-12,2.59,1,316,15,
52989161,Beautiful 1 bedroom apartment in Fort Lauderdale,106671996,Enbal,,Fort Lauderdale,26.16759,-80.11687,Entire home/apt,121,2,25,2022-06-06,3.26,14,351,25,
52990232,🌴Beach Side Sugar Key🌴Steps to Beach🌴Pool House and Heated Pool!,271058036,Latitude Key,,Fort Lauderdale,26.15244,-80.10289,Entire home/apt,638,1,4,2022-06-05,0.54,16,273,4,
52990325,PORTO AZUL - WATERFRONT,203037844,Rebecca,,Hollywood,26.00395,-80.1275,Entire home/apt,1260,2,3,2022-05-21,1.43,7,261,3,
52990332,Casa  proximo do Centro de Fort Lauderdale,428988948,Joe,,Fort Lauderdale,26.15016,-80.15194,Entire home/apt,141,2,23,2022-05-30,3.18,4,342,23,
52920402,🌴3BR HEATED Pool Home | Airport/Beaches/Las Olas,428422679,Lucia & Carlos,,Fort Lauderdale,26.09402,-80.18746,Entire home/apt,371,2,26,2022-06-05,4.29,1,116,26,
52991808,Waterfront W/ Kayaks + Paddle Boards- Sleeps 9,4856318,William,,Fort Lauderdale,26.15357,-80.12864,Entire home/apt,362,1,4,2022-04-27,0.74,1,217,4,
52920761,3 bedroom condo in the heart of Pembroke Pines,154269159,Nico,,Pembroke Pines,25.99616,-80.28108,Entire home/apt,157,2,18,2022-06-06,2.77,5,345,18,
52992272,"Kyse “Cozy, Sparkling Sea Gem”",286870223,Maria,,Hollywood,26.02058,-80.22791,Entire home/apt,199,5,0,,,1,355,0,
52921003,Comfy 2bedroom house with pool and laundry,69700642,Radhica,,Wilton Manors,26.15225,-80.13608,Private room,359,1,0,,,2,365,0,
52921147,Relaxing Resort 2BR Condo | Club Wyndham Palm Aire,420288894,Dylan,,Pompano Beach,26.22487,-80.15848,Entire home/apt,183,3,6,2022-05-29,0.78,2,34,6,
52921442,lexury resort style condo 10minutes from the beach,154269159,Nico,,Hallandale Beach,25.98958,-80.14237,Entire home/apt,170,2,10,2022-06-01,1.34,5,362,10,
52992412,Free Beach Service Free Parking Two Apartments!,172086637,Atlantic,,Hollywood,25.989847,-80.118347,Entire home/apt,399,5,0,,,9,355,0,
52921779,Sophisticated 2BR Apartment Near the Beach,3610129,Karl,,Fort Lauderdale,26.14658,-80.11373,Entire home/apt,149,3,3,2021-12-29,0.41,3,105,3,
52922966,Lux beach life style villa 4 bedrooms private pool,1340850,Renata,,Fort Lauderdale,26.158949,-80.10083,Entire home/apt,408,2,26,2022-05-31,3.59,12,284,26,
52992437,Cheerful bedroom w/workstation & relaxing backyard,46710215,Ana María,,Pembroke Pines,26.02384,-80.36682,Private room,49,1,11,2022-06-01,2.10,4,239,11,
52992561,Private 1 bedroom Stay with parking (washer/dryer),27811085,David,,Dania Beach,26.06465,-80.17404,Entire home/apt,75,1,11,2022-06-07,4.18,1,28,11,
52928361,Fort Lauderdale Master Room,43975149,Amia,,Fort Lauderdale,26.15422,-80.18549,Private room,80,30,5,2022-05-31,0.75,5,200,5,
52993210,Enjoyable 2room Party Suite w/ FREE parking,429012692,Carina,,Miramar,25.98472,-80.27912,Entire home/apt,500,1,1,2022-02-03,0.22,1,89,1,
52931485,WONDERFUL BEACH VACATION RESORT STUDIO,428510892,Arigatou,,Hollywood,26.01772,-80.11652,Entire home/apt,123,1,38,2022-05-29,5.82,2,304,38,
52993392,Hollywood Location! Location! Location!,148863484,Lena,,Hollywood,26.0124,-80.13802,Entire home/apt,200,2,9,2022-06-01,3.07,1,339,9,
52934527,Ocean Breeze Villa,38781529,Jeffrey,,Pompano Beach,26.22765,-80.09218,Entire home/apt,338,2,5,2022-05-21,1.18,31,303,5,
52993723,Dania BEACH HOUSE,167956425,Ligia,,Dania Beach,26.0384,-80.14665,Entire home/apt,750,28,2,2022-02-25,0.36,2,364,2,
52993811,Free Beach Service Free Parking Oceanfront Tower,172086637,Atlantic,,Hollywood,25.98866,-80.11755,Entire home/apt,238,3,4,2022-06-01,1.46,9,327,4,
53001841,☀️Casa Rustica vacation home pool by the beach ☀️,156574201,Christopher,,Hollywood,26.01525,-80.18593,Entire home/apt,493,4,18,2022-06-13,2.67,2,295,18,
52934659,Cozy 2B/2B - 3 min walk to beach,32712847,Tiffany & Dean,,Fort Lauderdale,26.17175,-80.09912,Entire home/apt,180,3,12,2022-06-01,3.03,4,361,12,
53005213,2 Queen Size Beds Downtown Hollywood,427518887,Daniel,,Hollywood,26.01114,-80.14597,Private room,160,2,1,2021-11-21,0.14,5,236,1,
52935447,Cozy 1bedroom 10 minutes from beach,298412134,Maya,,Oakland Park,26.17448,-80.14325,Entire home/apt,115,6,2,2022-04-16,0.29,1,0,2,
52935486,"Hyde Beach Resort. Ocean, Sun, Views, FULL Service",14782895,Stan,,Hollywood,25.98797,-80.11943,Entire home/apt,167,2,26,2022-05-15,3.59,2,234,26,
53005705,2 Full Size Beds Everything two steps away!,427518887,Daniel,,Hollywood,26.0117,-80.14647,Private room,120,2,2,2022-02-27,0.52,5,0,2,
52935523,5 ⭐️ Amenities -2BR-OCEAN VIEW BALCONY| Beachfront & Amazing Pool,174780501,Stay Sol,,Hollywood,25.98791,-80.11766,Entire home/apt,249,5,8,2022-06-01,3.16,98,72,8,
53006368,1 King Bed Suite A Home away from Home !,427518887,Daniel,,Hollywood,26.01133,-80.14688,Private room,170,2,4,2022-02-14,0.53,5,362,4,
53006484,"Dog-Friendly Home w/Private Pool, Garden, Free WiFi, AC, Hammock, & Gas Grill",25502306,Vacasa Florida,,Fort Lauderdale,26.14861,-80.12771,Entire home/apt,328,2,6,2022-05-15,0.83,6,361,6,
52936126,"Private Heated Pool & Spa, Grill, 5 min to Beach",352675859,Paola,,Oakland Park,26.18441,-80.12612,Entire home/apt,240,3,18,2022-06-05,3.53,2,135,18,
53006677,2 Queen Bed Suite A Home away from Home !,427518887,Daniel,,Hollywood,26.00977,-80.14538,Private room,183,1,2,2022-02-22,0.39,5,362,2,
52936198,"Recently renovated condo, 5min walk to the beach",428549178,Javier,,Pompano Beach,26.233379,-80.096809,Entire home/apt,185,3,7,2022-06-03,1.15,1,247,7,
53006843,"1 King Size Bed, Just What You Need!",427518887,Daniel,,Hollywood,26.01179,-80.14573,Private room,120,2,4,2022-02-20,0.54,5,362,4,
53007849,Awesome location by the beach- Studio Granada Inn Apt 8,205575270,Alexandria,,Fort Lauderdale,26.12652,-80.10581,Private room,64,1,21,2022-06-04,2.92,27,164,21,
53010071,Heart of FTL -Modern studio close to the beach! 1,78977995,Stay SoFlo,,Fort Lauderdale,26.14093,-80.12586,Entire home/apt,75,1,25,2022-05-23,3.42,30,365,25,
53010681,Modern Renovated Apt | Great Location | Near Beach,96558998,Thalia,,Fort Lauderdale,26.14125,-80.12769,Entire home/apt,94,2,18,2022-06-11,2.35,1,364,18,
53013079,Amazing Studio Beach Walking Distance! Best choice,119523133,Victoria,,Hallandale Beach,25.98574,-80.122,Entire home/apt,76,3,6,2022-05-26,0.92,14,171,6,
52936444,Modern Fort Lauderdale 2B/2B - 3 min walk to beach,32712847,Tiffany & Dean,,Fort Lauderdale,26.16988,-80.09917,Entire home/apt,197,3,10,2022-06-13,1.79,4,340,10,
53013088,Hermoso cuarto en apartamento con baño privado.,303749088,Edwin Alexander,,Davie,26.08305,-80.22402,Private room,45,20,1,2021-12-15,0.16,1,0,1,
52936792,NEW**Wilton Manors Oasis w/ Games Room/Heated Pool,20561712,Alanna,,Wilton Manors,26.15629,-80.12731,Entire home/apt,495,5,20,2022-06-12,2.61,1,323,20,
53013326,Luxury Modern 4BR Townhome 1 mile to Las Olas!-22,78977995,Stay SoFlo,,Fort Lauderdale,26.13345,-80.12732,Entire home/apt,209,3,7,2022-05-21,2.02,30,352,7,
52937204,5  ⭐️ Condo-ROOFTOP  POOL - Oceanview BALCONY| Beachfront Resort  & Amazing Pool,174780501,Stay Sol,,Hollywood,25.98787,-80.11897,Entire home/apt,179,5,2,2022-05-22,1.36,98,81,2,
53013726,Luxury Modern 4BR Townhome 1 Mile to Las Olas!-24,78977995,Stay SoFlo,,Fort Lauderdale,26.13325,-80.12861,Entire home/apt,294,3,11,2022-05-30,3.14,30,346,11,
53021858,Prime intracoastal - close to beaches and shopping,429104493,Colin,,Fort Lauderdale,26.13613,-80.10993,Entire home/apt,131,1,24,2022-06-12,3.32,1,147,24,
52938787,Fort Lauderdale Oasis 1B/1B,32712847,Tiffany & Dean,,Fort Lauderdale,26.13251,-80.12848,Entire home/apt,140,3,3,2022-05-13,0.43,4,365,3,
52939693,Fort Lauderdale Oasis 2B/1B,32712847,Tiffany & Dean,,Fort Lauderdale,26.133629,-80.127792,Entire home/apt,190,3,3,2022-04-24,0.91,4,365,3,
53023002,Getaway by the Sea Fiji Suite,195840264,Mary Lee,,Lauderdale By The Sea,26.18833,-80.10217,Entire home/apt,99,7,5,2022-06-09,0.69,14,78,5,
53023201,Vacation Village Weston 1Bed/1Bath/Full kitchen,5572776,Jessica,,Weston,26.12731,-80.37392,Entire home/apt,139,7,0,,,2,117,0,
52941311,Hallandale Beach Sunny Retreat - 10mins from Beach,335513292,Yvane,,Hallandale Beach,25.98189,-80.15415,Entire home/apt,175,3,6,2022-05-31,0.89,2,84,6,
53023293,Jacuzzi+Gameroom+BBQ+Sleeps 10 (Hard Rock + Beach),224024752,Magalí Sofia,,Hollywood,26.039167,-80.224228,Entire home/apt,244,3,12,2022-05-29,1.72,1,345,12,
53024077,Zen Vibes & Water Front Views-Cool & Calm Retreat,344011639,Kenneth,,Fort Lauderdale,26.09241,-80.19299,Entire home/apt,478,3,28,2022-05-31,4.42,1,320,28,
52941912,"King Studio Suite, Pool, Kitchen, BBQ",426049263,Sheridan Apartments,,Dania Beach,26.03498,-80.14585,Entire home/apt,149,1,2,2021-11-30,0.29,4,362,2,
52941918,"1 Bedroom King Suite, Pool, Kitchen, BBQ",426049263,Sheridan Apartments,,Dania Beach,26.03395,-80.14589,Entire home/apt,166,1,5,2022-05-21,0.63,4,365,5,
53024566,Florida paradise!,138919435,Jason,,Deerfield Beach,26.30971,-80.08293,Entire home/apt,299,2,8,2022-05-29,1.11,2,307,8,
52941929,"2 Bedroom Junior Suite, Pool, Kitchen, BBQ",426049263,Sheridan Apartments,,Dania Beach,26.0342,-80.14507,Entire home/apt,195,1,2,2022-03-27,0.39,4,365,2,
53025403,Entire lovely service apartment. Weston,5572776,Jessica,,Weston,26.12609,-80.37235,Entire home/apt,149,7,1,2022-04-09,0.43,2,168,1,
52941936,"3 Bedroom Suite, Pool, Kitchen, BBQ",426049263,Sheridan Apartments,,Hollywood,26.03305,-80.14483,Entire home/apt,210,1,9,2022-04-18,1.24,4,331,9,
53026332,Spacious Luxury Ocean View 3 Bedrooms 3Baths 17 FL,420227335,Alen,,Hallandale Beach,25.986013,-80.12281,Entire home/apt,425,1,5,2022-04-24,0.90,7,341,5,
52948603,5 ⭐️ STARS Amenities: 2BR-INSANE OCEAN VIEW BALCONY,174780501,Stay Sol,,Hollywood,25.98719,-80.11916,Entire home/apt,354,5,5,2022-04-16,0.88,98,129,5,
53026619,Tropical Paradise Home w/ Hot Tub minutes to beach,317823209,Joshua,,Pompano Beach,26.223034,-80.120758,Entire home/apt,290,3,0,,,1,357,0,
52949100,beautiful new Rv w/1 bedroom and 2 twin bank beds,67965815,Einav Maya,,Fort Lauderdale,26.14666,-80.15826,Entire home/apt,95,1,15,2022-05-16,2.13,1,360,15,
53026992,❤ MODERN Resort Stunning Million Dollar Listing: BALCONY ENDLESS VIEWS !!!❤,174780501,Stay Sol,,Hallandale Beach,25.9854,-80.12382,Entire home/apt,216,5,4,2022-03-01,0.54,98,82,4,
53027095,Private room whit private bathroom and entrance,58522418,Jorge,,Fort Lauderdale,26.10621,-80.13421,Private room,65,30,5,2022-04-17,1.43,1,90,5,
53027115,Beautiful Ocean House 3/3 steps from the beach🏖,429268240,Rishat & Anastassiya,,Hollywood,26.05098,-80.11482,Entire home/apt,366,1,23,2022-05-30,3.03,1,48,23,
53027213,Green Room / Women only / 1 person only,134907011,Melissa,,Coconut Creek,26.32188,-80.20122,Private room,60,10,1,2021-11-06,0.13,1,351,1,
52949891,Lovely Beach Studio steps to the ocean!,428667216,Kevin,,Deerfield Beach,26.30727,-80.078,Entire home/apt,84,3,15,2022-05-30,2.17,13,260,15,
53027927,Stunning Beach Resort Large 3BR 3BA Condo 24 FL,420227335,Alen,,Hallandale Beach,25.98505,-80.12339,Entire home/apt,354,1,7,2022-05-22,1.39,7,336,7,
52950768,Ground Floor Studio by the Ocean,428667216,Kevin,,Deerfield Beach,26.30603,-80.07806,Entire home/apt,89,3,13,2022-06-01,1.86,13,237,13,
53027953,Beachfront renovated  1 Bed / 1.5 baths sleeps 4,170823902,Jw,,Hollywood,25.99007,-80.11881,Entire home/apt,158,5,13,2022-05-20,1.81,1,310,13,
52951430,Beach Studio Walk to the Ocean!,428667216,Kevin,,Deerfield Beach,26.30747,-80.07922,Entire home/apt,86,4,9,2022-05-28,1.28,13,333,9,
52951573,Beach Suite with Full Kitchen & Laundry #2,428667216,Kevin,,Deerfield Beach,26.30565,-80.07818,Entire home/apt,109,3,5,2022-06-01,2.00,13,285,5,
53030349,"Private cozy cottage in tranquil pocket, near US 1",42326041,Rosy,,Dania Beach,26.03934,-80.14918,Entire home/apt,55,2,28,2022-06-03,3.67,5,357,28,
52951714,5 ⭐️ Beachfront Condo- AMAZING ROOFTOP  POOL - Front Oceanview BALCONY,174780501,Stay Sol,,Hollywood,25.98791,-80.11747,Entire home/apt,199,5,2,2022-05-30,0.46,98,85,2,
53031204,83b Exclusive 3bdr Apartment with Excellent View,14310639,Enrico,,Hollywood,25.98639,-80.12162,Entire home/apt,379,2,5,2022-06-06,0.90,112,41,5,
52956095,Lovely rental Studio 2.5 miles from Sawgrass Mills,356955985,Elisa,,Sunrise,26.16814,-80.28742,Entire home/apt,99,3,27,2022-06-10,3.68,1,231,27,
53032303,1bedroom Getaway In The Heart Of Pembroke Pines,347132194,Dion,,Pembroke Pines,25.996,-80.30757,Entire home/apt,193,2,0,,,1,362,0,
52957129,"spacious, clean, and quiet private room.",399496170,Andy,,Hallandale Beach,25.97716,-80.15442,Private room,70,1,12,2022-06-11,4.29,1,360,12,
53032426,Awesome Location Studio Apt Steps to the Beach- Apt 11,205575270,Alexandria,,Fort Lauderdale,26.12782,-80.10585,Private room,64,1,27,2022-06-13,3.63,27,325,27,
53032471,Beautiful Waterfront FL Estate with Heated Pool,429310310,Dani,,Oakland Park,26.16502,-80.12662,Entire home/apt,846,2,12,2022-05-20,1.58,4,82,12,
52959486,"Cozy downtown historic cottage, deck & courtyard",59993505,Las Olas House,,Fort Lauderdale,26.123344,-80.129852,Entire home/apt,103,2,25,2022-06-13,4.69,1,171,25,
52960270,"Private Entrance, 2 Bdrm, Kitchen & Bathroom",415100389,William,,Dania Beach,26.05439,-80.14547,Entire home/apt,66,3,12,2022-05-30,1.76,1,89,12,
53033063,83 Exclusive 3bdr Apt w/Amazing View at Beachwalk,14310639,Enrico,,Hallandale Beach,25.98485,-80.12196,Entire home/apt,499,3,6,2022-03-12,0.81,112,162,6,
52960686,🌟 ASK US FOR 20% OFF - King Bed Pool Gym WiFi,426895289,Jessica,,Fort Lauderdale,26.10146,-80.14045,Entire home/apt,223,2,11,2022-05-29,2.82,1,90,11,
53033188,Luxury Apartment steps away from the beach!,429317103,Karen,,Hollywood,25.98779,-80.11909,Entire home/apt,159,2,3,2022-05-18,0.42,1,243,3,
52963027,Mind Blowing OCEAN VIEW,384099435,Carina,,Fort Lauderdale,26.17754,-80.09667,Entire home/apt,188,1,5,2022-03-20,0.79,3,127,5,
53033196,Casual Comfort,429317218,Roy,,Hallandale Beach,25.99085,-80.15715,Entire home/apt,111,2,27,2022-06-13,3.55,2,345,27,
53033583,LUX 4Bed/2Bath wPool & Play Villa LasOlas/Ft Laudr,429319248,Andrey,,Fort Lauderdale,26.14822,-80.1274,Entire home/apt,243,5,18,2022-05-23,2.39,1,140,18,
52963274,Gorgeous 4 Bedroom Brand New Heated Pool & Jacuzzi 1 Mile To Beach + Mini Golf,428787829,Deen,,Deerfield Beach,26.30891,-80.08757,Entire home/apt,453,2,19,2022-06-12,2.57,11,126,19,
53034268,"Colorful Home Near Las Olas, Wilton Dr, & Beach",8850957,Vanessa,,Fort Lauderdale,26.14272,-80.14538,Entire home/apt,110,2,26,2022-06-08,4.51,5,321,26,
53036019,Private Room 2 Twin bunks-private bathroom,118847443,Property,,Fort Lauderdale,26.1019,-80.15004,Private room,60,1,9,2022-05-08,1.22,7,357,9,
52965029,2 bellos cuartos con espacio para 4 adultos,381224422,Maria,,Pembroke Pines,26.00941,-80.21507,Private room,199,1,0,,,1,260,0,
53037525,Studio 5mins to the beach with Free Parking,374725205,Jean’s Relax,,Fort Lauderdale,26.13892,-80.12619,Entire home/apt,86,1,2,2022-04-11,0.28,9,361,2,
52968003,Beautiful 3 bedroom/2 bath with pool and hot tub,255638580,Petra,,Oakland Park,26.17498,-80.12332,Entire home/apt,306,3,0,,,1,344,0,
52968115,Departamento residencial Miami Hallandale Beach,428831760,Gustavo,,Hallandale Beach,25.985943,-80.122704,Entire home/apt,200,2,12,2022-06-17,1.77,1,273,12,
53041458,Nice double room 20 steps from Hollywood beach!,421119649,Maria,,Hollywood,26.050463,-80.113937,Private room,184,1,0,,,3,181,0,
52968132,ONDY,238761579,Esleny,,Hollywood,26.00778,-80.20213,Entire home/apt,89,3,24,2022-05-30,3.41,1,355,24,
53042004,VILLA DELMAR BEACH HOUSE 3/3 HOT TUB & HEATED POOL,9743916,Michelle,,Lauderdale By The Sea,26.18796,-80.10144,Entire home/apt,500,7,0,,,7,314,0,
52968943,Huge 5BR w/Pool 10min to Beach+Hardrock Hotel+FLL,79838500,Lorena,,Fort Lauderdale,26.11611,-80.18438,Entire home/apt,480,1,13,2022-06-05,3.12,3,339,13,
53042513,Home Sweet Home,39371513,Geraldine,,Unincorporated,26.22973,-80.23858,Private room,200,3,0,,,5,360,0,
52972964,Modern Home - 5 Minutes from the Beach and Airport,253364339,Doris,,Dania Beach,26.044996,-80.14048,Entire home/apt,352,1,41,2022-05-31,6.06,1,155,41,
53043182,Coco Apt,155117614,Myrian,,Oakland Park,26.17271,-80.12205,Entire home/apt,149,1,0,,,2,263,0,
52979735,2B/2B/4 Beds with Spectacular Beach View,381224394,Patrice,,Hollywood,26.01622,-80.11537,Entire home/apt,350,3,8,2022-06-05,1.18,2,103,8,
53043851,Specious home with a fully fenced backyard,63276705,Ana,,Pompano Beach,26.26966,-80.11152,Entire home/apt,124,3,24,2022-06-03,3.36,2,255,24,
52981942,"3BR/2BA, Private Pool, Pets Okay, Close to Beach, 24. Hour Pro-Host Support",66224640,Newman Hospitality,,Hallandale Beach,25.98326,-80.15289,Entire home/apt,250,1,16,2022-05-30,2.13,43,18,16,
52982051,"Private, Modern & Cozy 1BD/1Bath near Beach&Casino",79677789,Maria,,Hollywood,26.02301,-80.1825,Private room,57,1,58,2022-06-13,8.06,2,75,58,
53044069,Cozy 1 Bedroom & Bathroom Room,187996387,Anthony,,Lauderhill,26.12786,-80.18898,Private room,60,1,20,2022-04-10,2.69,2,0,20,
52982138,Deerfield Beach pool House,64033785,Christine,,Deerfield Beach,26.31258,-80.09436,Entire home/apt,250,3,4,2022-03-21,0.59,1,153,4,
52982222,✦ Cute Room Perfect for Relaxing ✦,177705163,Golden Buddha,,Pembroke Pines,26.02369,-80.24441,Private room,55,1,5,2022-05-12,2.42,35,178,5,
53045252,Perfect Vacation Condo w/Breathtaking Views 16 FL,420227335,Alen,,Hallandale Beach,25.9854,-80.12199,Entire home/apt,368,1,7,2022-06-05,1.42,7,338,7,
52983246,Ideal for families! 2 queen beds and kitchenette,421119649,Maria,,Hollywood,26.050463,-80.113937,Private room,192,1,1,2022-04-23,0.53,3,177,1,
52983700,"Dog-friendly townhouse w/fast WiFi, AC, balcony, patio - 2 min walk to beach",25502306,Vacasa Florida,,Pompano Beach,26.24879,-80.0868,Entire home/apt,350,2,1,2022-04-11,0.43,6,360,1,
52983721,"Snowbird-Friendly Home w/ Private Pool, Fast WiFi, Central AC, & Washer/Dryer",25502306,Vacasa Florida,,Deerfield Beach,26.31549,-80.09292,Entire home/apt,251,2,4,2022-05-08,0.64,6,357,4,
53045281,Fort Laud~2 BDRM Unit by Port~Beaches~Boats~Bars!,86715580,Jenny,,Fort Lauderdale,26.10132,-80.14641,Entire home/apt,107,1,12,2022-05-25,1.71,10,239,12,
53045350,Gorgeous 4 Bedroom Condo 15 FL W/ Stunning Views,420227335,Alen,,Hollywood,25.98674,-80.12179,Entire home/apt,457,1,8,2022-05-30,2.40,7,293,8,
52983725,Cozy Cottage | Close to the beach,250478002,Monica,,Hollywood,26.00112,-80.14619,Entire home/apt,80,2,24,2022-06-07,3.85,2,255,24,
53045377,5BR/3BA Luxury Villa Heated Pool close to Beach,27675106,Hollywood Vacation Rentals,,Hollywood,26.005253,-80.126045,Entire home/apt,408,4,13,2022-04-12,2.01,38,151,13,
53045465,"Waterfront Condo w/Pool, Shuttle and Amazing Views",420227335,Alen,,Hallandale Beach,25.986013,-80.12281,Entire home/apt,304,1,11,2022-06-03,2.87,7,336,11,
52985738,"Gorgeous Tropical Villa Pool, Private",113133740,Maia And Olga,,Hollywood,26.00368,-80.1314,Entire home/apt,400,5,0,,,1,0,0,
53046426,**Gorgeous Hyde Resort 1/1 Beautiful Beach View**,367656404,M & S,,Hallandale Beach,25.98577,-80.11961,Entire home/apt,109,3,14,2022-06-06,1.91,6,73,14,
52985930,Spacious One Bedroom Ground floor Beach Rental at Tides Miami,130937953,Ammos Vacation Rentals,,Hollywood,25.99027,-80.11707,Entire home/apt,141,1,3,2022-03-19,0.86,37,318,3,
52986707,Lighthouse Point Waterfront Grande Estate,183178782,Julia,,Lighthouse Point,26.28907,-80.08935,Entire home/apt,799,6,6,2022-05-18,0.88,26,215,6,
53046459,Oceanfront Condo Direct Ocean & Beach Club Access,420227335,Alen,,Hollywood,25.986807,-80.118652,Entire home/apt,181,1,20,2022-06-02,4.23,7,345,20,
53073790,"🎇Gorgeous Modern Condo w/ Panoramic Beach, Ocean + City Views!👌",68170225,Gil & Ness,,Hallandale Beach,25.98635,-80.11942,Entire home/apt,527,3,0,,,9,0,0,
53048699,Beautiful 1 bedroom apartment at Fort Lauderdale,106671996,Enbal,,Fort Lauderdale,26.16714,-80.11867,Entire home/apt,104,2,31,2022-06-12,4.04,14,362,31,
53073807,"🔅New Penthouse w/ Bay, Ocean & City Views, Steps to Beach!🔅",68170225,Gil & Ness,,Hollywood,25.98744,-80.11969,Entire home/apt,597,3,0,,,9,365,0,
53049251,Spacious Luxury Townhome With king size bed,429441438,Lucas,,Cooper City,26.05418,-80.31016,Entire home/apt,119,4,21,2022-06-01,3.82,3,290,21,
53075909,Luxurious 2-bedrooms penthouse condo on the beach,192869819,Victoria,,Hollywood,25.99209,-80.11845,Entire home/apt,150,30,2,2022-05-03,0.35,1,165,2,
53051698,Spacious 3 BR entire Home Near - HARD ROCK CASINO,153454328,Laura,,West Park,25.97504,-80.20494,Entire home/apt,146,2,11,2022-05-22,1.90,1,358,11,
53076532,Beautiful home near Sawgrass Mall,233901571,Raquel,,Davie,26.10928,-80.33125,Entire home/apt,250,3,0,,,1,167,0,
53077112,♡ Tiki Waterfront Villa | Pool & Private Dock ♡,429378149,Sophie,,Lighthouse Point,26.29214,-80.0842,Entire home/apt,363,1,8,2022-06-12,1.07,1,339,8,
53077199,Relaxing Beachy Getaway,247001410,John And Jean,,Hollywood,26.00952,-80.11714,Private room,74,5,16,2022-05-23,2.27,4,72,16,
53056387,"""LOLA'S RV"" THE BEST EXPERIENCE IN TOWN",98162400,Carolina,,Fort Lauderdale,26.14643,-80.13532,Entire home/apt,98,2,6,2022-04-11,1.45,15,179,6,
53077292,Cheerfull 1 bedroom studio in a residential home,394046371,Flor,,West Park,25.97762,-80.19078,Private room,50,3,8,2022-05-28,1.19,2,63,8,
53057618,#4205 Managed by Brampton Park Rentals,59010125,Brampton,,Coral Springs,26.28381,-80.25896,Entire home/apt,2000,7,0,,,12,51,0,
53077337,# 1 ⭐️ /Beach/Mall/Parking free,427232779,Michael,,Hallandale Beach,25.9934,-80.14185,Entire home/apt,60,1,22,2022-06-04,3.08,5,212,22,
53077608,"Luxury Home w/ Heated Pool, 2 miles from beach!",274355163,Alexis,,Lighthouse Point,26.26356,-80.09398,Entire home/apt,485,1,23,2022-06-05,3.63,2,290,23,
53058702,"Sunshine, private pool, beach in June $299/night!",90136867,Sherry,,Deerfield Beach,26.31273,-80.08384,Entire home/apt,299,2,15,2022-05-30,2.22,3,292,15,
53059572,Getaway By the Sea Beach Tahiti House,195840264,Mary Lee,,Lauderdale By The Sea,26.18952,-80.10281,Entire home/apt,238,7,1,2022-01-02,0.18,14,168,1,
53078355,Luxury Getaway 3/2  - Minutes from beach,429641072,Tameka,,Pompano Beach,26.26952,-80.10811,Entire home/apt,250,2,7,2022-04-11,1.08,1,359,7,
53062533,"""MIA Lauderdale-by-the-Sea!"" 5BD 2500Sqft",109545976,Philip,,Lauderdale By The Sea,26.20566,-80.09552,Entire home/apt,369,6,1,2021-12-15,0.16,9,331,1,
53079240,4Bd/Htd Pool/4 Min to Beach/Tiki/On Water/Hotub,120780493,Erica,,Fort Lauderdale,26.16214,-80.1179,Entire home/apt,683,6,24,2022-06-01,3.96,8,303,24,
53063403,Amazing 1 bedroom APT - Near the Beach W/ Pool,82672177,Mariano,,Fort Lauderdale,26.18974,-80.10672,Entire home/apt,88,1,81,2022-06-13,11.20,26,281,81,
53079369,Coral Home with Peacocks  shared Garden Pool,1340850,Renata,,Fort Lauderdale,26.10921,-80.14134,Entire home/apt,211,1,1,2022-02-20,0.25,12,347,1,
53081590,New Deluxe Penthouse ☆Resort-Style☆ FortLauderdale,69091104,Vacation Rentals FL,,Fort Lauderdale,26.12429,-80.1408,Entire home/apt,245,3,18,2022-05-27,2.50,14,338,18,
53063848,2 Bdrm + Den At The W. Fort Lauderdale Sleeps 8,193204575,Michael,,Fort Lauderdale,26.12801,-80.1048,Entire home/apt,304,5,2,2022-05-31,0.79,16,360,2,
53064174,Splendid Hollywood Studio,93909313,Super Host S.FL,,Hollywood,26.00715,-80.14053,Entire home/apt,109,2,6,2022-06-12,3.27,1,230,6,
53081777,Cozy PRIVATE Studio 10 mins from Hard Rock.,429709997,Michelle,,Miramar,25.9891,-80.22825,Entire home/apt,64,2,28,2022-06-07,4.16,1,351,28,
53082064,Amazing 5 Bedroom Heated Pool/Jacuzzi/Gameroom,428787829,Deen,,Deerfield Beach,26.29885,-80.09942,Entire home/apt,436,2,25,2022-06-12,3.35,11,144,25,
53064443,Very cute Studio APT near the beach with Pool.,82672177,Mariano,,Fort Lauderdale,26.18866,-80.10858,Entire home/apt,88,1,17,2022-06-10,2.37,26,266,17,
